index,id,file_name,file_index,img_type,time_utc,minute_offsets,episode_id,event_id,event_type,llcrnrlat,llcrnrlon,urcrnrlat,urcrnrlon,proj,size_x,size_y,height_m,width_m,data_min,data_max,pct_missing
29226,S830464,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,2,ir069,5/10/2019 3:25,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,137256,830464,Flash Flood,28.23752044,-97.32870552,31.60184783,-93.25315835,#NAME?,192,192,384000,384000,-84.42763519,-24.77735138,0
19289,S825041,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,4,vil,5/29/2019 19:21,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,136369,825041,Thunderstorm Wind,38.92926132,-82.19275962,41.59044413,-76.7928665,#NAME?,384,384,384000,384000,0,254,0
19290,S818174,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,5,vil,5/28/2019 3:29,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,136052,818174,Hail,38.33367016,-86.42405732,41.20047882,-81.26000583,#NAME?,384,384,384000,384000,0,254,0
22404,S818174,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,4,ir107,5/28/2019 3:29,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136052,818174,Hail,38.33367016,-86.42405732,41.20047882,-81.26000583,#NAME?,192,192,384000,384000,-73.87393951,20.70103455,0
29228,S818174,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,4,ir069,5/28/2019 3:29,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136052,818174,Hail,38.33367016,-86.42405732,41.20047882,-81.26000583,#NAME?,192,192,384000,384000,-74.19073486,-17.4270668,0
19291,S830199,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,6,vil,5/12/2019 12:46,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,138152,830199,Thunderstorm Wind,28.67859209,-90.32640837,31.76514087,-85.97895001,#NAME?,384,384,384000,384000,0,254,0.213551216
22405,S830199,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,5,ir107,5/12/2019 12:46,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,138152,830199,Thunderstorm Wind,28.67859209,-90.32640837,31.76514087,-85.97895001,#NAME?,192,192,384000,384000,-74.46443176,21.07688713,0
29229,S830199,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,5,ir069,5/12/2019 12:46,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,138152,830199,Thunderstorm Wind,28.67859209,-90.32640837,31.76514087,-85.97895001,#NAME?,192,192,384000,384000,-74.54423523,-12.46121788,0
19292,S842121,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,7,vil,6/23/2019 21:08,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,139570,842121,Thunderstorm Wind,31.98767883,-85.86262493,34.8640168,-81.15536434,#NAME?,384,384,384000,384000,0,254,0.244097997
19293,S807772,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,8,vil,4/15/2019 7:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,134771,807772,Thunderstorm Wind,38.63292815,-77.76426624,41.07365593,-72.21008542,#NAME?,384,384,384000,384000,0,254,0
22406,S807772,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,6,ir107,4/15/2019 7:40,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,134771,807772,Thunderstorm Wind,38.63292815,-77.76426624,41.07365593,-72.21008542,#NAME?,192,192,384000,384000,-69.45353699,15.35139656,0
29230,S807772,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,6,ir069,4/15/2019 7:40,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,134771,807772,Thunderstorm Wind,38.63292815,-77.76426624,41.07365593,-72.21008542,#NAME?,192,192,384000,384000,-69.97871399,-14.75382042,0
19294,S814242,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,9,vil,5/3/2019 21:45,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135707,814242,Hail,30.2197763,-104.7361466,33.84458591,-100.8573183,#NAME?,384,384,384000,384000,0,254,0.33936751
22407,S814242,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,7,ir107,5/3/2019 21:45,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,135707,814242,Hail,30.2197763,-104.7361466,33.84458591,-100.8573183,#NAME?,192,192,384000,384000,-67.0055542,46.63434601,0
29231,S814242,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,7,ir069,5/3/2019 21:45,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,135707,814242,Hail,30.2197763,-104.7361466,33.84458591,-100.8573183,#NAME?,192,192,384000,384000,-72.92432404,-19.13077545,0
19295,S814355,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,10,vil,5/20/2019 21:55,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135700,814355,Thunderstorm Wind,40.69305714,-74.36382958,42.93562517,-68.46381156,#NAME?,384,384,384000,384000,0,254,0
22408,S814355,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,8,ir107,5/20/2019 21:55,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,135700,814355,Thunderstorm Wind,40.69305714,-74.36382958,42.93562517,-68.46381156,#NAME?,192,192,384000,384000,-65.9052124,27.37753105,0
29232,S814355,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,8,ir069,5/20/2019 21:55,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,135700,814355,Thunderstorm Wind,40.69305714,-74.36382958,42.93562517,-68.46381156,#NAME?,192,192,384000,384000,-67.37467194,-24.03072739,0
19296,S815466,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,11,vil,4/14/2019 4:50,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135883,815466,Thunderstorm Wind,32.40557415,-90.73425871,35.49109385,-86.18496965,#NAME?,384,384,384000,384000,0,254,0.268869275
22409,S815466,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,9,ir107,4/14/2019 4:50,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,135883,815466,Thunderstorm Wind,32.40557415,-90.73425871,35.49109385,-86.18496965,#NAME?,192,192,384000,384000,-76.8671875,14.884655,0
29233,S815466,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,9,ir069,4/14/2019 4:50,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,135883,815466,Thunderstorm Wind,32.40557415,-90.73425871,35.49109385,-86.18496965,#NAME?,192,192,384000,384000,-76.25379944,-11.99263,0
19297,S818247,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,12,vil,6/2/2019 18:33,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,136334,818247,Hail,37.31836308,-84.22420286,40.08757323,-79.05269241,#NAME?,384,384,384000,384000,0,254,0
19298,S837670,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,13,vil,6/27/2019 12:15,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139269,837670,Flash Flood,42.18712747,-99.06740665,45.59315338,-94.20250998,#NAME?,384,384,384000,384000,0,254,0.082364937
72436,S837670,lght/2019/SEVIR_LGHT_ALLEVENTS_2019_0601_0701.h5,0,lght,6/27/2019 12:15,,139269,837670,Flash Flood,42.18712747,-99.06740665,45.59315338,-94.20250998,#NAME?,48,48,384000,384000,0,108364,0
19299,S835047,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,14,vil,6/26/2019 21:32,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,138836,835047,Hail,35.01574155,-96.06784434,38.31128716,-91.57442612,#NAME?,384,384,384000,384000,0,254,0.29070948
22412,S835047,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,12,ir107,6/26/2019 21:32,-124:-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116,138836,835047,Hail,35.01574155,-96.06784434,38.31128716,-91.57442612,#NAME?,192,192,384000,384000,-72.19529724,30.61987305,0
29236,S835047,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,12,ir069,6/26/2019 21:32,-124:-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116,138836,835047,Hail,35.01574155,-96.06784434,38.31128716,-91.57442612,#NAME?,192,192,384000,384000,-72.98834991,-21.16044807,0
72402,S835047,lght/2019/SEVIR_LGHT_ALLEVENTS_2019_0601_0701.h5,0,lght,6/26/2019 21:32,,138836,835047,Hail,35.01574155,-96.06784434,38.31128716,-91.57442612,#NAME?,48,48,384000,384000,0,328332,0
19300,S818395,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,15,vil,5/14/2019 18:53,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,136366,818395,Thunderstorm Wind,43.72669812,-112.4814396,47.62172095,-108.324275,#NAME?,384,384,384000,384000,0,254,0.428571429
22413,S818395,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,13,ir107,5/14/2019 18:53,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,136366,818395,Thunderstorm Wind,43.72669812,-112.4814396,47.62172095,-108.324275,#NAME?,192,192,384000,384000,-57.98326111,36.31494141,0
29237,S818395,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,13,ir069,5/14/2019 18:53,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,136366,818395,Thunderstorm Wind,43.72669812,-112.4814396,47.62172095,-108.324275,#NAME?,192,192,384000,384000,-64.18768311,-31.31900978,0
19301,S833894,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,16,vil,6/9/2019 18:45,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138065,833894,Thunderstorm Wind,31.12144628,-98.90183787,34.53610814,-94.74727613,#NAME?,384,384,384000,384000,0,254,0.217181217
19302,S825114,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,17,vil,5/3/2019 14:15,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137406,825114,Thunderstorm Wind,26.27904584,-99.43681511,29.72760194,-95.52061891,#NAME?,384,384,384000,384000,0,254,0
22415,S825114,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,15,ir107,5/3/2019 14:15,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:74:84:89:94:99:104:104:114:119,137406,825114,Thunderstorm Wind,26.27904584,-99.43681511,29.72760194,-95.52061891,#NAME?,192,192,384000,384000,-80.61785126,22.78694344,0
29239,S825114,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,15,ir069,5/3/2019 14:15,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:74:84:89:94:99:104:104:114:119,137406,825114,Thunderstorm Wind,26.27904584,-99.43681511,29.72760194,-95.52061891,#NAME?,192,192,384000,384000,-79.60212708,-26.63558769,0
19303,S792176,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,18,vil,1/3/2019 21:45,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,132402,792176,Funnel Cloud,26.27115456,-82.95457501,29.05762086,-78.49458982,#NAME?,384,384,384000,384000,0,199,0
19304,S795292,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,19,vil,1/4/2019 19:56,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,132921,795292,Thunderstorm Wind,28.18461535,-84.13067707,31.00894984,-79.59970544,#NAME?,384,384,384000,384000,0,254,0
19305,S835883,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,20,vil,6/13/2019 0:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138963,835883,Heavy Rain,41.57172653,-119.0010403,45.65234677,-115.383504,#NAME?,384,384,384000,384000,0,254,0
22417,S835883,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,17,ir107,6/13/2019 0:30,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,138963,835883,Heavy Rain,41.57172653,-119.0010403,45.65234677,-115.383504,#NAME?,192,192,384000,384000,-68.58576965,29.14190674,0
29241,S835883,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,17,ir069,6/13/2019 0:30,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,138963,835883,Heavy Rain,41.57172653,-119.0010403,45.65234677,-115.383504,#NAME?,192,192,384000,384000,-68.71842957,-28.45555687,0
72413,S835883,lght/2019/SEVIR_LGHT_ALLEVENTS_2019_0601_0701.h5,0,lght,6/13/2019 0:30,,138963,835883,Heavy Rain,41.57172653,-119.0010403,45.65234677,-115.383504,#NAME?,48,48,384000,384000,0,163955,0
19306,S816030,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,21,vil,3/23/2019 23:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135996,816030,Funnel Cloud,37.05919522,-123.6051087,41.24240693,-120.4120332,#NAME?,384,384,384000,384000,0,253,0
22418,S816030,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,18,ir107,3/23/2019 23:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135996,816030,Funnel Cloud,37.05919522,-123.6051087,41.24240693,-120.4120332,#NAME?,192,192,384000,384000,-41.64513016,20.74234962,0
29242,S816030,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,18,ir069,3/23/2019 23:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135996,816030,Funnel Cloud,37.05919522,-123.6051087,41.24240693,-120.4120332,#NAME?,192,192,384000,384000,-45.55608368,-22.29007912,0
19307,S833564,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,22,vil,6/1/2019 18:28,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,138635,833564,Hail,40.56106928,-86.09440475,43.40120798,-80.7137606,#NAME?,384,384,384000,384000,0,254,0
19308,S805592,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,23,vil,3/11/2019 0:45,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,134455,805592,Lightning,35.22273199,-123.4386077,39.39715613,-120.276267,#NAME?,384,384,384000,384000,0,216,0
